"area","bedrooms","bathrooms","age","floors","location","price"
830,2,1.5,6,2.0,"98144",345000.0
3920,4,3.5,16,2.0,"98065",825000.0
2870,3,2.0,35,1.0,"98027",560000.0
2560,3,2.0,28,1.0,"98052",599000.0
1350,3,1.5,74,1.0,"98166",211000.0
1240,4,2.25,41,1.0,"98056",425000.0
3210,4,2.75,39,1.0,"98177",750000.0
1690,3,2.5,12,2.0,"98053",479000.0
2550,4,2.5,23,2.0,"98029",612500.0
3240,5,1.75,52,2.0,"98029",605000.0
3560,4,2.5,14,2.0,"98033",1364000.0
2160,3,2.5,8,1.0,"98042",389900.0
3060,4,2.5,9,2.0,"98059",710000.0
1690,3,2.5,23,2.0,"98038",295000.0
1520,3,2.25,23,2.0,"98038",275250.0
2040,4,2.5,21,2.0,"98038",250000.0
2360,3,2.0,64,1.0,"98177",709000.0
1360,4,1.75,87,1.5,"98126",399500.0
2000,3,2.5,23,2.0,"98038",225000.0
1650,3,2.5,14,2.0,"98075",500000.0
2500,3,3.0,18,2.0,"98031",364900.0
1140,3,1.5,39,1.0,"98074",356000.0
2140,3,1.5,37,1.5,"98106",616750.0
2870,3,2.75,31,2.0,"98008",755000.0
830,2,1.0,65,1.0,"98155",327500.0
1960,3,2.25,31,2.0,"98074",605000.0
1130,4,1.5,47,1.0,"98042",179950.0
3630,5,2.75,15,2.0,"98058",633000.0
1764,4,2.0,73,1.0,"98058",349950.0
2770,3,2.75,56,1.0,"98199",1080000.0
2650,3,2.5,13,2.0,"98001",425000.0
2500,3,2.75,36,2.0,"98122",990000.0
2710,3,1.0,65,2.0,"98166",410000.0
2490,3,2.25,40,2.0,"98006",590000.0
1500,3,1.75,36,1.0,"98003",242000.0
1160,3,2.0,84,1.0,"98075",775000.0
1880,4,1.5,61,1.0,"98146",680000.0
1340,3,2.5,13,2.0,"98002",217000.0
1960,3,2.5,16,2.0,"98059",395000.0
2030,3,2.25,31,1.0,"98059",572500.0
2200,5,3.0,28,1.0,"98125",559900.0
2540,3,2.0,85,1.5,"98117",845000.0
1520,3,2.0,22,1.0,"98023",241000.0
2360,3,2.25,102,2.0,"98122",1325000.0
1340,3,1.75,96,1.5,"98144",475000.0
1400,2,1.5,75,2.0,"98103",575000.0
3030,4,2.75,56,1.0,"98042",455000.0
3200,3,2.5,15,1.0,"98077",839000.0
1580,4,1.5,60,1.0,"98007",475000.0
2120,2,1.0,92,1.0,"98118",600000.0
1640,2,1.0,78,1.0,"98199",515000.0
1890,3,2.25,38,1.0,"98034",425000.0
1710,4,2.0,108,1.5,"98122",565000.0
1140,2,2.0,91,1.0,"98033",498000.0
2720,4,3.0,96,2.0,"98115",739000.0
1650,2,1.75,68,1.0,"98108",355000.0
1790,3,1.75,36,1.0,"98023",263000.0
1680,4,1.75,67,1.5,"98125",375000.0
2200,3,1.75,51,1.0,"98056",322000.0
830,2,1.0,74,1.0,"98103",325000.0
770,2,1.0,72,1.0,"98136",290000.0
3280,4,2.5,14,2.0,"98074",809950.0
2080,3,3.25,31,2.0,"98122",969500.0
2790,4,2.5,26,2.0,"98077",665000.0
4150,5,3.5,9,2.0,"98003",635000.0
1780,3,2.25,28,2.0,"98038",272450.0
1460,4,1.75,48,1.0,"98008",427000.0
1410,3,1.0,57,1.0,"98056",261500.0
2170,4,2.25,39,1.0,"98006",488800.0
690,2,1.0,97,1.0,"98136",340000.0
3000,4,3.0,12,2.0,"98042",398950.0
870,3,1.0,46,1.0,"98042",217000.0
3170,4,2.5,37,1.0,"98072",799000.0
1540,4,1.0,46,1.0,"98023",160000.0
1270,3,1.0,47,1.0,"98052",447000.0
2190,3,1.75,58,1.0,"98136",765000.0
4410,4,3.5,26,2.0,"98006",1320000.0
2790,4,2.5,11,2.0,"98058",445000.0
1510,3,1.0,62,1.0,"98118",310000.0
1800,2,1.75,63,1.0,"98056",380000.0
2410,4,1.0,58,1.0,"98108",325000.0
2250,4,2.75,40,1.0,"98058",345000.0
950,3,1.0,86,1.5,"98106",300000.0
2860,4,1.75,37,1.0,"98077",530000.0
2860,4,1.75,37,1.0,"98077",583500.0
1560,2,1.0,61,1.0,"98155",410000.0
1940,2,1.5,78,1.0,"98117",535000.0
3580,4,3.25,100,1.5,"98125",2050000.0
2040,4,2.5,16,2.0,"98148",345000.0
1700,5,1.0,61,1.5,"98033",539000.0
3700,4,2.5,42,1.0,"98006",590000.0
1050,2,1.75,41,1.0,"98198",187000.0
1690,3,2.0,46,1.0,"98059",270000.0
1120,2,1.0,76,1.0,"98115",546000.0
1490,3,1.75,7,2.0,"98199",520000.0
2220,5,2.0,90,1.5,"98144",515000.0
2160,3,2.5,76,1.5,"98105",990000.0
870,2,1.0,78,1.0,"98106",382000.0
1900,3,1.75,59,1.0,"98004",1210000.0
3370,4,3.5,7,2.0,"98126",900000.0
3370,3,2.75,105,1.5,"98136",675000.0
880,2,1.0,106,1.0,"98107",460000.0
940,2,1.0,63,1.0,"98198",234000.0
1340,3,1.0,41,1.0,"98034",399000.0
1440,3,1.5,56,1.0,"98042",253500.0
1750,3,1.5,63,1.0,"98033",475000.0
3990,5,3.5,11,2.0,"98118",740000.0
2860,3,2.5,15,2.0,"98199",799000.0
1940,4,2.5,12,2.0,"98058",390000.0
1400,2,1.5,68,1.0,"98155",421000.0
1770,3,2.5,28,2.0,"98042",296500.0
1710,4,2.0,89,1.5,"98112",895000.0
2810,4,2.5,12,2.0,"98092",386000.0
1580,3,1.0,60,1.0,"98155",424000.0
1580,3,1.0,89,1.5,"98117",749000.0
1440,3,1.0,78,1.5,"98115",523000.0
2420,4,2.5,17,2.0,"98003",389000.0
1930,4,1.5,69,1.0,"98198",270000.0
1190,3,1.0,72,1.0,"98059",275000.0
2240,4,2.5,36,1.0,"98001",287500.0
2550,2,2.5,22,2.5,"98092",345000.0
920,2,1.0,105,1.0,"98103",427000.0
1520,4,1.75,60,1.0,"98006",508450.0
1460,3,2.0,103,1.5,"98103",705000.0
1900,1,1.5,38,1.5,"98027",550000.0
1430,3,1.5,60,1.0,"98006",380000.0
2500,3,2.5,14,2.0,"98065",539900.0
720,2,1.0,72,1.0,"98027",330000.0
1140,2,1.0,68,1.0,"98115",455000.0
3530,4,4.0,23,2.0,"98023",510000.0
1220,3,2.0,45,1.0,"98059",315000.0
1320,3,1.0,48,1.0,"98002",206000.0
2170,4,3.0,47,1.0,"98052",592500.0
2020,3,2.5,34,2.0,"98033",744000.0
1990,3,2.5,26,2.0,"98042",334500.0
2660,4,2.0,92,1.5,"98112",886000.0
2360,4,2.5,42,1.0,"98052",600000.0
2740,3,2.0,16,1.0,"98045",850000.0
1360,3,1.75,77,1.0,"98116",550000.0
1230,2,1.0,104,1.0,"98022",184900.0
1260,3,1.5,60,1.0,"98148",245000.0
1040,2,1.0,69,1.0,"98112",370000.0
2700,4,2.5,37,1.0,"98011",480000.0
1800,3,1.75,109,2.0,"98103",579000.0
1590,3,1.5,51,1.0,"98133",339275.0
1360,3,2.75,60,1.0,"98022",425000.0
1370,3,1.75,56,1.0,"98168",170000.0
3320,4,2.5,20,2.0,"98006",950000.0
2980,4,2.5,38,1.0,"98006",623000.0
1350,3,2.5,10,3.0,"98117",477000.0
1160,3,1.0,48,1.0,"98077",330000.0
1480,3,2.25,101,2.0,"98122",600000.0
1640,3,2.0,91,1.0,"98144",570000.0
2680,4,2.5,11,2.0,"98065",515000.0
2440,4,2.25,63,1.0,"98115",805000.0
2920,4,2.5,18,2.0,"98038",555000.0
1780,3,2.25,30,2.0,"98030",245000.0
2170,4,2.5,37,1.0,"98027",638150.0
5550,4,4.5,12,2.0,"98040",1650000.0
2060,4,2.5,47,1.0,"98042",269950.0
1050,3,1.5,46,1.0,"98042",195000.0
790,2,1.0,71,1.0,"98178",159100.0
1010,3,1.0,73,1.0,"98033",550000.0
1040,2,1.0,65,1.0,"98118",299000.0
3130,4,3.5,1,2.0,"98103",1375000.0
900,2,1.0,64,1.0,"98055",249500.0
1470,4,1.0,97,1.5,"98112",700000.0
1080,4,1.0,115,1.5,"98030",275000.0
2440,3,2.25,53,1.0,"98028",565000.0
2520,4,1.75,59,1.0,"98133",425000.0
1760,4,1.75,69,1.0,"98119",620047.0
1820,3,2.25,38,1.0,"98075",480000.0
1820,3,2.25,38,1.0,"98075",515000.0
3040,4,2.5,16,2.0,"98092",420000.0
3490,5,3.25,58,1.0,"98006",610000.0
2440,4,1.5,65,1.0,"98177",849000.0
2280,3,1.75,66,2.0,"98125",718000.0
1980,3,2.25,41,1.0,"98023",295000.0
2360,5,1.75,75,1.0,"98107",871000.0
3890,3,3.75,72,1.0,"98178",430000.0
2300,4,2.5,54,1.0,"98028",440000.0
910,2,1.0,73,1.0,"98115",405000.0
1140,3,2.0,21,1.0,"98045",340000.0
2390,4,2.5,9,2.0,"98074",675000.0
1150,3,1.0,72,1.0,"98126",480000.0
2330,5,2.0,54,1.0,"98133",362500.0
2420,3,2.5,28,2.0,"98007",752888.0
960,4,1.75,66,1.0,"98118",255000.0
1010,1,1.75,47,1.0,"98019",283700.0
2370,4,2.5,14,2.0,"98030",335000.0
2880,3,1.75,57,1.0,"98168",285000.0
2400,4,2.25,51,1.5,"98148",278000.0
3670,5,2.5,42,1.5,"98052",731000.0
1140,3,1.5,30,1.0,"98045",335000.0
1410,3,1.75,35,1.0,"98019",334200.0
1530,6,1.0,94,1.5,"98115",642000.0
1720,4,1.75,90,1.5,"98144",540000.0
1620,3,2.5,55,1.0,"98022",299000.0
1570,3,1.75,75,1.0,"98116",560000.0
1990,5,2.75,102,1.5,"98107",852000.0
930,2,1.0,74,1.0,"98126",306000.0
1550,3,1.75,34,1.0,"98034",440000.0
1650,4,1.0,49,1.0,"98008",517000.0
800,2,1.0,75,1.0,"98115",379000.0
930,2,1.0,96,1.0,"98027",360000.0
2550,4,1.5,89,1.5,"98115",645000.0
720,2,1.0,73,1.0,"98056",217000.0
620,2,1.0,74,1.0,"98126",255000.0
2360,3,2.5,28,2.0,"98029",625000.0
1760,3,1.75,55,1.0,"98136",680000.0
2100,3,1.75,58,1.0,"98155",440000.0
2480,5,2.25,37,2.0,"98074",615000.0
1040,3,1.0,73,2.0,"98146",239000.0
1656,3,2.5,30,1.0,"98070",462500.0
2090,4,2.0,88,1.5,"98115",619400.0
2520,6,2.75,61,2.0,"98146",975000.0
700,2,1.0,72,1.0,"98136",330000.0
4030,4,3.25,27,2.0,"98077",985000.0
760,2,1.0,69,1.0,"98103",430000.0
6500,4,5.25,14,2.0,"98039",2458000.0
1840,3,2.0,69,2.0,"98033",778000.0
1090,3,2.0,25,1.0,"98042",219000.0
2980,4,2.5,87,1.5,"98034",1595000.0
1900,4,2.25,49,1.0,"98040",715000.0
2790,4,2.5,51,2.0,"98040",950000.0
1280,2,1.0,64,1.0,"98115",425000.0
1510,3,1.0,53,1.0,"98003",239000.0
920,1,1.0,71,1.5,"98011",310000.0
700,2,1.0,88,1.0,"98115",400000.0
1980,2,1.75,38,2.0,"98070",428000.0
1440,3,1.0,86,1.5,"98117",600000.0
2740,4,4.0,25,2.0,"98042",415000.0
1400,2,1.0,66,1.0,"98133",401000.0
2270,3,1.75,67,1.0,"98168",292000.0
1310,3,2.25,65,1.0,"98166",291750.0
1680,3,1.75,47,1.0,"98023",227000.0
2260,3,2.25,38,1.0,"98005",675000.0
1350,3,2.25,8,2.0,"98144",397500.0
1820,2,1.5,94,2.0,"98168",206000.0
3380,3,3.5,7,3.0,"98122",1190000.0
2140,4,1.75,56,1.0,"98010",360000.0
2430,4,2.5,5,2.0,"98059",427500.0
940,2,1.0,72,1.0,"98146",115000.0
2070,3,1.5,67,1.0,"98117",559000.0
1510,4,1.0,109,1.5,"98103",420000.0
2550,4,1.75,33,1.0,"98072",550000.0
700,2,1.0,67,1.0,"98133",282150.0
1150,3,1.0,105,1.0,"98118",260000.0
2340,3,2.5,11,2.0,"98065",428000.0
1510,3,3.25,8,3.0,"98133",319950.0
2070,3,2.0,69,1.0,"98039",1350000.0
1150,2,1.0,91,1.0,"98115",552000.0
2190,4,2.75,86,1.5,"98115",637000.0
1980,4,1.75,37,1.0,"98023",213000.0
960,3,1.0,57,1.0,"98166",215000.0
2180,3,1.75,66,1.0,"98199",590000.0
2560,4,2.5,26,2.0,"98038",390000.0
2270,4,2.25,56,1.0,"98198",287000.0
3550,5,2.75,55,2.0,"98033",580000.0
1330,3,2.0,27,1.0,"98029",424000.0
2110,4,2.5,27,2.0,"98029",610000.0
3470,4,3.25,26,1.0,"98006",1320000.0
1550,4,3.0,97,1.0,"98107",623500.0
570,2,1.0,79,1.0,"98070",260000.0
2030,3,2.5,2,3.0,"98112",906000.0
1500,3,2.0,28,1.0,"98019",330000.0
920,2,1.0,60,1.0,"98106",275000.0
1470,3,1.0,62,1.0,"98155",290000.0
1150,2,1.0,98,1.0,"98103",599950.0
4180,4,3.0,29,2.0,"98038",550000.0
1690,3,1.75,28,1.0,"98055",289000.0
2150,4,2.75,39,1.0,"98056",411000.0
2330,3,3.25,51,1.0,"98144",826000.0
2680,4,2.0,72,2.0,"98056",400000.0
1740,3,2.5,7,2.0,"98106",342000.0
1320,2,1.75,60,1.0,"98199",475000.0
3150,4,3.5,1,2.0,"98105",1205000.0
2480,4,3.0,102,1.0,"98166",455000.0
3330,4,3.0,57,1.0,"98103",850000.0
1010,3,1.0,44,1.0,"98023",185000.0
4920,6,3.25,55,1.0,"98118",850000.0
1570,4,1.75,55,1.0,"98198",239900.0
3580,5,3.75,16,2.0,"98027",765000.0
2220,3,1.75,48,1.0,"98072",437000.0
1010,3,1.5,46,1.0,"98032",240000.0
1440,2,1.0,66,1.0,"98133",395000.0
1230,3,1.0,60,1.0,"98155",320000.0
1710,3,1.75,34,1.0,"98033",525000.0
2390,3,3.0,27,2.0,"98003",260000.0
2840,3,2.75,27,1.0,"98092",450000.0
2300,4,2.5,25,2.0,"98074",560000.0
2270,5,3.0,26,1.0,"98108",310000.0
2290,3,2.5,18,2.0,"98058",440000.0
1330,4,1.0,58,1.0,"98008",458450.0
1200,3,1.0,97,1.5,"98118",200000.0
2160,3,2.25,28,2.0,"98034",430000.0
1120,3,1.0,49,1.0,"98034",360000.0
2090,4,2.5,53,1.0,"98168",311000.0
1470,3,3.25,12,3.0,"98103",615000.0
2270,3,1.75,36,2.0,"98027",575000.0
4100,4,3.75,81,1.5,"98040",2027000.0
1440,3,1.75,98,1.0,"98126",430000.0
1200,3,1.5,53,1.0,"98007",400000.0
1720,3,1.75,58,1.0,"98146",340000.0
930,1,0.75,91,1.0,"98125",351000.0
2400,4,2.5,13,2.0,"98059",440000.0
1960,4,2.5,16,2.0,"98092",298000.0
1890,4,1.75,51,1.0,"98133",300000.0
1590,3,2.25,14,2.0,"98108",310000.0
2590,4,2.5,22,2.0,"98011",500000.0
860,3,1.0,88,1.5,"98117",399900.0
1270,3,2.5,11,2.0,"98106",343000.0
1130,2,2.25,5,2.0,"98052",415000.0
1860,3,2.5,18,2.0,"98019",410000.0
1802,2,1.0,54,1.0,"98125",320000.0
4480,5,3.0,113,2.5,"98112",1990000.0
1310,2,1.0,35,1.0,"98031",253000.0
2320,3,2.5,23,2.0,"98053",630000.0
1130,2,1.0,62,1.0,"98055",216000.0
2180,3,2.5,32,1.0,"98052",540000.0
1830,3,1.5,85,1.5,"98022",212000.0
2340,3,2.75,37,1.0,"98155",300000.0
2830,3,2.5,1,3.0,"98117",969950.0
1610,3,1.0,59,1.0,"98122",715000.0
2410,5,2.75,47,2.0,"98040",1321620.0
2660,4,2.75,47,1.0,"98004",1444000.0
1030,3,1.0,91,1.0,"98055",305000.0
1390,3,4.0,9,2.0,"98105",458000.0
1580,3,1.75,73,1.0,"98146",275000.0
2330,3,2.75,85,2.0,"98198",550000.0
1540,3,3.25,4,3.0,"98122",742000.0
1570,3,1.0,107,2.0,"98103",700000.0
2940,4,3.0,60,1.0,"98108",640000.0
1240,3,0.75,68,1.0,"98133",352000.0
1410,3,1.0,46,1.0,"98056",301500.0
2190,4,2.5,36,1.0,"98033",630000.0
3040,3,2.5,16,2.0,"98030",340000.0
1860,4,1.75,62,1.0,"98125",477500.0
1690,3,2.5,18,1.0,"98146",285000.0
1900,3,2.75,57,1.0,"98001",255000.0
1600,3,2.5,22,2.0,"98001",315000.0
2530,6,3.0,37,1.0,"98033",830000.0
1860,3,2.25,1,3.0,"98103",539950.0
2390,3,2.25,74,2.0,"98105",980000.0
3100,4,2.5,25,2.0,"98074",735000.0
2650,5,2.25,50,1.0,"98177",536000.0
1520,3,2.0,70,1.5,"98107",575000.0
1510,2,1.0,91,1.0,"98117",500000.0
1960,4,1.75,48,1.0,"98023",285500.0
2270,4,2.75,42,1.0,"98034",498000.0
910,2,1.0,76,1.0,"98103",412000.0
2100,4,2.5,40,1.0,"98052",607000.0
1000,3,1.0,24,1.0,"98022",199000.0
2760,4,2.75,37,1.0,"98034",492500.0
2840,4,2.5,14,2.0,"98034",585000.0
1860,3,2.5,15,2.0,"98038",326995.0
1920,4,2.25,47,1.0,"98058",372500.0
840,2,0.75,78,1.0,"98070",528000.0
2390,3,1.5,40,1.0,"98092",400000.0
2100,4,2.5,22,2.0,"98022",344000.0
2430,4,3.0,12,2.0,"98038",409950.0
1880,3,2.0,65,1.0,"98199",625000.0
1350,3,1.75,28,1.0,"98045",304950.0
2160,2,2.0,30,1.0,"98092",381500.0
1430,3,1.75,69,1.0,"98168",215000.0
2840,5,1.75,90,2.0,"98178",345000.0
2510,3,0.75,54,2.0,"98001",363000.0
1690,3,1.0,102,1.5,"98001",240000.0
1930,2,2.0,10,1.0,"98053",548050.0
720,2,1.0,74,1.0,"98126",314000.0
2990,4,2.5,25,2.0,"98077",800000.0
2300,5,1.75,110,2.0,"98108",400000.0
460,1,1.0,78,1.0,"98055",247000.0
1240,2,1.75,109,1.0,"98105",540000.0
1900,4,2.5,20,2.0,"98045",410000.0
2120,3,1.75,34,1.0,"98074",525000.0
2440,4,2.5,86,2.0,"98119",820000.0
3300,4,2.25,82,1.5,"98040",1250000.0
1180,2,1.0,60,1.0,"98148",244000.0
520,1,1.0,85,1.0,"98106",275000.0
2070,2,1.75,69,1.0,"98199",577000.0
2250,5,2.5,38,1.0,"98034",446950.0
2050,3,2.5,11,2.0,"98065",457000.0
1310,4,1.5,89,1.5,"98198",320000.0
1250,3,1.5,46,1.0,"98042",210000.0
2130,4,2.5,37,1.0,"98030",220000.0
2250,3,2.0,90,1.0,"98116",589000.0
1880,4,2.0,111,1.0,"98144",435000.0
1520,3,1.0,62,1.0,"98028",375000.0
4010,4,3.5,8,2.0,"98004",1735000.0
1660,2,1.75,10,1.0,"98053",545000.0
3400,3,2.25,32,2.0,"98115",970000.0
2320,2,1.75,69,1.0,"98199",705000.0
3740,5,3.25,31,2.0,"98006",915557.0
1810,4,1.5,55,1.5,"98168",259000.0
3170,2,2.25,115,2.0,"98109",1695000.0
1680,3,1.75,46,1.0,"98034",427000.0
930,2,1.0,104,1.0,"98144",390000.0
2390,3,2.5,20,2.0,"98042",363000.0
2680,4,2.5,87,1.5,"98107",612000.0
1790,4,1.75,50,1.0,"98177",380000.0
1680,4,3.0,18,1.0,"98002",230000.0
1570,3,1.75,84,1.5,"98117",580000.0
2230,3,1.0,97,2.0,"98109",770000.0
1260,4,2.0,24,1.0,"98022",207200.0
1790,3,2.0,30,1.0,"98074",525000.0
2440,3,2.5,54,1.0,"98103",925000.0
2410,4,2.25,105,2.0,"98115",883000.0
1780,4,2.5,12,2.0,"98072",455000.0
1900,3,2.5,11,2.0,"98058",343500.0
960,2,1.0,65,1.0,"98155",244000.0
1640,3,1.75,48,1.0,"98034",397000.0
850,2,1.0,39,1.0,"98198",180500.0
2150,3,2.75,89,1.0,"98155",310000.0
2780,4,2.5,10,2.0,"98042",315000.0
1030,3,1.0,63,1.0,"98105",718000.0
1930,3,1.75,38,1.0,"98002",279950.0
2080,3,2.5,75,1.0,"98125",689000.0
3520,4,2.5,17,2.0,"98074",828000.0
890,2,1.0,73,1.0,"98146",150000.0
1640,3,1.75,89,1.0,"98105",505400.0
4860,5,3.25,26,2.0,"98040",1680000.0
1040,3,1.0,56,1.0,"98146",217450.0
2820,4,2.5,11,2.0,"98034",677000.0
1320,2,2.5,11,1.0,"98027",361000.0
2590,3,2.5,11,2.0,"98125",620000.0
1540,3,2.25,26,1.0,"98023",176000.0
960,3,1.0,46,1.0,"98034",330000.0
1190,3,2.5,29,1.0,"98055",290000.0
2770,4,2.5,27,2.0,"98029",711000.0
1060,3,1.75,32,2.0,"98038",295000.0
4010,5,3.25,12,2.0,"98059",1096500.0
1140,3,2.0,24,1.0,"98031",257500.0
1910,4,1.0,81,1.5,"98106",240000.0
2340,4,2.5,25,2.0,"98074",645000.0
1170,2,1.75,112,1.0,"98103",499000.0
1290,3,1.0,54,1.5,"98034",321000.0
1810,3,2.5,17,3.0,"98117",449000.0
1820,3,2.5,66,1.0,"98117",515000.0
2220,4,1.5,37,1.0,"98033",456000.0
3830,3,3.75,38,2.0,"98027",865000.0
2920,4,2.5,12,2.0,"98019",515500.0
2630,4,2.5,11,2.0,"98072",576925.0
1320,3,1.75,19,1.0,"98031",243000.0
1400,3,2.0,47,1.0,"98003",253400.0
1600,3,2.5,15,2.0,"98178",292000.0
1490,3,2.5,39,1.0,"98058",271500.0
2170,2,2.5,3,1.0,"98053",765000.0
1280,3,3.25,10,2.0,"98177",375000.0
1620,3,2.0,47,1.0,"98059",382880.0
2630,3,2.5,48,1.0,"98006",852500.0
1240,3,1.5,56,1.0,"98005",475000.0
1300,3,1.75,96,1.0,"98115",462000.0
2430,3,1.75,66,1.0,"98040",762400.0
1890,4,1.5,48,1.0,"98155",330000.0
1890,3,2.25,37,1.0,"98074",473000.0
2440,3,1.5,66,1.0,"98118",550000.0
1780,3,2.25,43,1.0,"98034",449500.0
2830,4,2.75,17,2.0,"98075",744000.0
2490,4,2.0,63,1.0,"98136",700000.0
1560,4,2.5,50,1.5,"98027",511100.0
1980,3,2.5,3,2.0,"98042",317950.0
2070,3,2.5,27,2.0,"98077",542950.0
1490,3,1.75,40,1.0,"98008",490000.0
3090,4,3.5,23,2.0,"98144",760000.0
1580,3,2.25,54,1.0,"98011",475000.0
5190,5,4.5,28,2.0,"98040",1702500.0
2692,3,2.75,8,2.0,"98030",435000.0
1740,3,2.5,15,2.0,"98065",399000.0
1940,3,2.0,88,1.0,"98115",627000.0
2150,4,2.5,24,1.5,"98106",346500.0
1320,3,1.5,58,1.0,"98008",412000.0
3360,4,2.5,21,2.0,"98077",845000.0
1850,3,1.75,56,1.0,"98155",373000.0
2880,4,2.25,50,2.0,"98115",725000.0
2420,6,2.5,50,1.0,"98188",376000.0
2020,3,1.0,86,1.5,"98118",552500.0
2280,5,2.0,91,1.5,"98166",365000.0
3010,4,2.5,19,2.0,"98053",700000.0
2550,4,2.25,48,1.0,"98002",315000.0
1540,4,2.0,58,1.0,"98118",262500.0
2280,3,2.25,31,2.0,"98136",660000.0
2450,4,2.5,9,2.0,"98042",340000.0
2950,5,2.5,97,1.5,"98144",660500.0
690,1,1.0,87,1.0,"98117",280000.0
800,1,1.0,96,1.0,"98108",267000.0
1470,2,1.0,83,1.5,"98059",230000.0
1840,3,2.25,22,2.0,"98045",417000.0
1170,3,1.0,47,1.0,"98055",252000.0
2344,5,1.75,94,1.5,"98103",791000.0
1230,1,1.0,91,1.0,"98103",415000.0
1150,3,1.75,49,1.0,"98053",339000.0
1140,3,1.0,73,1.0,"98168",158000.0
1660,3,1.0,58,1.0,"98136",535000.0
1080,3,1.0,96,1.0,"98115",818900.0
1720,4,2.0,65,1.0,"98105",550000.0
590,2,1.0,62,1.0,"98133",240000.0
1290,3,3.25,7,2.0,"98119",590000.0
1480,3,1.5,48,1.0,"98027",369300.0
2600,4,2.5,34,1.0,"98027",510000.0
2040,3,2.5,28,2.0,"98052",542500.0
970,3,1.0,35,1.0,"98056",262500.0
2620,6,3.0,58,1.0,"98117",900000.0
4560,4,3.5,20,2.0,"98006",1100000.0
1750,3,1.75,64,1.0,"98166",368000.0
3620,4,3.5,12,2.5,"98177",825000.0
1660,3,2.0,13,1.0,"98059",343500.0
1360,4,1.0,71,1.0,"98168",273500.0
2044,3,2.5,19,2.0,"98033",1000000.0
2370,5,3.0,89,1.5,"98107",770000.0
1170,3,2.0,90,1.5,"98118",400000.0
1660,3,1.0,52,1.0,"98001",225000.0
2020,4,1.0,60,1.0,"98028",345000.0
2530,3,2.5,14,2.0,"98011",450000.0
870,2,1.0,67,1.0,"98116",334850.0
3670,5,3.0,60,1.0,"98108",605000.0
3180,5,3.5,18,2.0,"98006",760000.0
1870,2,1.5,89,1.5,"98118",390000.0
1940,3,2.5,14,2.0,"98072",488000.0
4820,5,4.5,25,2.0,"98077",1063000.0
2400,3,2.0,40,2.0,"98038",608000.0
2930,3,2.25,15,2.0,"98112",1385000.0
800,2,1.0,111,1.0,"98118",299950.0
2200,3,3.25,72,2.0,"98103",818000.0
2400,3,2.5,25,1.0,"98023",355000.0
5570,5,3.25,63,2.0,"98105",1855000.0
1980,3,3.25,28,3.0,"98103",660000.0
3530,3,2.25,85,1.0,"98040",2367000.0
3430,4,2.5,31,2.0,"98033",1211000.0
1720,3,2.5,23,2.0,"98031",255950.0
1930,3,1.5,32,1.0,"98074",475000.0
2140,4,1.75,55,1.0,"98031",362950.0
1110,3,1.75,49,1.0,"98052",452000.0
1970,3,1.75,51,1.0,"98168",315000.0
1630,3,2.5,12,2.0,"98118",330950.0
2520,5,2.25,37,2.0,"98027",535000.0
2270,4,2.25,75,1.5,"98146",479000.0
1212,3,2.5,11,3.0,"98125",340000.0
1890,4,2.0,49,1.0,"98188",312000.0
1370,3,2.25,22,2.0,"98038",305000.0
1770,3,2.5,19,2.0,"98030",270000.0
1710,3,2.5,12,2.0,"98199",529999.0
1190,2,1.0,69,1.0,"98040",587100.0
1690,3,2.0,31,1.0,"98074",459800.0
1680,4,1.75,49,1.0,"98008",451000.0
4340,3,3.25,22,2.0,"98107",2475000.0
2040,3,2.25,32,2.0,"98022",525000.0
1110,2,1.0,64,1.0,"98168",250000.0
2040,5,2.0,107,2.0,"98118",475000.0
1920,4,1.5,53,1.0,"98002",235000.0
1330,3,1.5,48,1.0,"98042",230000.0
1630,4,1.0,94,1.5,"98122",581000.0
1520,3,1.0,59,1.0,"98007",415000.0
1520,3,1.0,59,1.0,"98007",522500.0
1340,3,1.5,48,1.0,"98056",383000.0
2500,3,1.75,57,1.0,"98056",315000.0
1460,3,2.0,113,2.0,"98122",591000.0
3140,4,2.25,36,2.0,"98074",750000.0
2150,3,1.75,59,1.0,"98136",430000.0
3140,4,2.5,20,1.5,"98072",712000.0
2310,3,2.5,34,1.0,"98072",510000.0
710,2,1.0,65,1.0,"98112",480000.0
1460,3,1.0,109,1.0,"98103",538000.0
730,2,2.75,86,1.0,"98126",464000.0
1440,3,2.5,14,2.0,"98053",476000.0
1130,3,2.0,68,1.0,"98155",349500.0
1810,3,2.25,34,2.0,"98023",270000.0
2710,3,2.5,37,2.0,"98034",740000.0
2740,4,2.5,25,2.0,"98031",395000.0
1690,3,2.5,11,2.0,"98053",498000.0
1470,3,2.5,16,2.0,"98065",339900.0
2830,3,2.5,9,2.0,"98019",539000.0
1410,3,1.0,32,1.0,"98074",400000.0
2170,3,2.5,48,1.0,"98058",225000.0
1340,3,2.25,108,1.5,"98144",330000.0
2480,3,3.0,65,2.0,"98199",1387800.0
1990,3,2.75,29,1.0,"98029",490000.0
2240,4,2.75,48,1.0,"98001",260000.0
2990,4,2.5,24,2.0,"98058",469900.0
2120,6,1.75,90,1.5,"98115",493000.0
2920,4,2.25,17,2.0,"98024",740000.0
1700,4,1.75,48,1.0,"98002",148900.0
1620,2,2.5,34,2.0,"98074",475000.0
